WORD,EXAMPLE,SOURCE
subway, the new shopping mall has a subway connecting it to the nearby train station,gpt_gdex
subway, the artist used vibrant colors to depict the hustle and bustle of a busy subway station,gpt_gdex
fill, can you fill out this form with your personal information?,gpt_gdex
fill, the chef used a piping bag to fill the cupcakes with frosting,gpt_gdex
fill, the reservoir is expected to fill up after the heavy rainfall,gpt_gdex
fill, the teacher asked the students to fill in the missing words in the sentence,gpt_gdex
fill," the air conditioning unit is not working properly, so we need to fill it with refrigerant",gpt_gdex
enclose,the letter i received from my grandmother enclosed a beautiful photograph of our family,gpt_gdex
enclose,make sure to enclose your resume and cover letter in the job application,gpt_gdex
enclose,the garden is enclosed by a tall fence to keep out animals and intruders,gpt_gdex
enclose,she enclosed the fragile items in bubble wrap before packing them in a box,gpt_gdex
enclose,"there is a small note enclosed with the package, providing additional instructions",gpt_gdex
heart, she wore a pendant in the shape of a heart around her neck,gpt_gdex
heart, the doctor listened to her heart with a stethoscope,gpt_gdex
heart," he poured his heart out to his best friend, sharing all his deepest secrets",gpt_gdex
heart, the heart of the city is always bustling with activity,gpt_gdex
heart, the young artist put her heart and soul into her latest masterpiece,gpt_gdex
desire, she had a strong desire to travel the world and experience different cultures,gpt_gdex
desire, his burning desire for success drove him to work tirelessly day and night,gpt_gdex
desire, the artist's desire to create something unique and thought-provoking was evident in her latest masterpiece,gpt_gdex
desire," despite his age, he still had a deep desire for adventure and exploration",gpt_gdex
desire, the politician's desire for power and control led him to make unethical decisions,gpt_gdex
life, life is a precious gift that should be cherished and appreciated every day,gpt_gdex
life, the scientist made a groundbreaking discovery that could potentially revolutionize the field of artificial life,gpt_gdex
life," after retiring, john decided to move to a small coastal town to enjoy a slower pace of life",gpt_gdex
life, the documentary painted a vivid picture of the harsh realities of life in a war zone,gpt_gdex
life, taking up a hobby can add more excitement and fulfillment to your life,gpt_gdex
love, i love the taste of chocolate,gpt_gdex
love, they fell in love at first sight,gpt_gdex
love, she loves her job as a teacher,gpt_gdex
love, he expressed his love for her through his actions,gpt_gdex
love, the couple's love for each other grew stronger over time,gpt_gdex
promise, she made a promise to herself to start exercising every morning,gpt_gdex
promise, the dark clouds in the sky promise rain later in the day,gpt_gdex
promise, he showed great promise as a young pianist,gpt_gdex
promise, the teacher promised to give extra credit to students who participated in the class discussion,gpt_gdex
promise, the new government has made promises to improve healthcare and education,gpt_gdex
borrow, i need to borrow your pen for a moment,gpt_gdex
borrow, can i borrow some sugar from you? i ran out while baking,gpt_gdex
borrow, he decided to borrow money from the bank to start his business,gpt_gdex
borrow, the author often likes to borrow ideas from different cultures to incorporate into his novels,gpt_gdex
borrow, my neighbor asked to borrow my lawnmower for the weekend,gpt_gdex
possess,he was known to possess an extensive collection of rare books,gpt_gdex
possess,she possesses a remarkable ability to solve complex mathematical problems,gpt_gdex
possess,the suspect was found to possess a large quantity of illegal drugs,gpt_gdex
possess,they believe that certain individuals possess psychic powers,gpt_gdex
possess,it is important to possess good communication skills in order to succeed in the business world,gpt_gdex
nose, she wrinkled her nose in disgust at the foul smell coming from the dumpster,gpt_gdex
nose, the bloodhound used its keen sense of smell to follow the scent trail with its nose to the ground,gpt_gdex
nose," he winced as the soccer ball hit him square in the nose, causing it to bleed profusely",gpt_gdex
nose," the wine connoisseur took a sip and carefully swirled it around in her mouth, trying to detect the different flavors with her nose",gpt_gdex
nose," the airplane soared through the sky, its nose pointed towards the horizon",gpt_gdex
make, i will make a cake for my sister's birthday party,gpt_gdex
make, the artist used various colors to make a beautiful painting,gpt_gdex
make, she decided to make a career change and pursue her passion for photography,gpt_gdex
make, the company plans to make significant changes to its marketing strategy,gpt_gdex
make, he wants to make a difference in the world by helping those in need,gpt_gdex
prepare, i need to prepare for my upcoming job interview by researching the company and practicing my answers,gpt_gdex
prepare, the chef spent hours in the kitchen to prepare a delicious seven-course meal for the guests,gpt_gdex
prepare, the athlete needs to prepare mentally and physically before a big competition,gpt_gdex
prepare, it is important to prepare your documents ahead of time when applying for a visa,gpt_gdex
prepare, the students worked together to prepare a presentation on climate change for their science class,gpt_gdex
study, i need to study for my biology exam tomorrow,gpt_gdex
study, she decided to pursue a postgraduate study in psychology,gpt_gdex
study, the scientist conducted a study to determine the effects of climate change on coral reefs,gpt_gdex
study, he enrolled in a language study program to improve his fluency in spanish,gpt_gdex
study, the painting in the art museum was a fascinating study of light and shadow,gpt_gdex
tarnish, the silver necklace started to tarnish after being exposed to air for a long time,gpt_gdex
tarnish, the politician's reputation was tarnished by the corruption scandal,gpt_gdex
tarnish, leaving the metal spoon in the tomato sauce overnight caused it to tarnish,gpt_gdex
tarnish, the once vibrant colors of the painting had begun to tarnish due to exposure to sunlight,gpt_gdex
tarnish, her flawless performance on the violin was tarnished by a single missed note,gpt_gdex
formal, the company sent out formal invitations for its annual gala,gpt_gdex
formal, the professor asked the students to follow a formal dress code for the presentation,gpt_gdex
formal, the government issued a formal statement condemning the recent terrorist attack,gpt_gdex
formal, the couple celebrated their anniversary with a formal dinner at an upscale restaurant,gpt_gdex
